questao,item,disciplina,status,rotulo,melhor_score,melhor_arquivo,secao,query,item_texto
64,3,História Mundial,anotada,Anotada,0.7257,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.8 - As causas da Segunda Guerra Mundial/_As causas da Segunda Guerra Mundial.md,A Política de Apaziguamento (Appeasement): Análise Crítica de uma Estratégia Controversa (parte 2),"a derrocada do império turco-otomano consequência da primeira guerra mundial fez da turquia uma república secular que não adotou uma posição neutra no contexto da segunda guerra mundial
derrocada império turco-otomano consequência primeira guerra mundial turquia república secular","A derrocada do Império Turco-Otomano, consequência da Primeira Guerra Mundial, fez da Turquia uma república secular que não adotou uma posição neutra no contexto da Segunda Guerra Mundial."
64,4,História Mundial,anotada,Anotada,0.7498,04 - HISTÓRIA MUNDIAL/03 - As relações internacionais/3.4 - Causas da Primeira Guerra Mundial/_Causas da Primeira Guerra Mundial.md,Parte III: O Debate sobre as Responsabilidades — Análise Crítica da Historiografia,"as divergências interpretativas sobre as causas da segunda guerra mundial não permitem identificar que países e lideranças políticas terão sido responsáveis pela eclosão do conflito fimdotexto
divergências interpretativas sobre causas segunda guerra mundial permitem identificar países",As divergências interpretativas sobre as causas da Segunda Guerra Mundial não permitem identificar que países e lideranças políticas terão sido responsáveis pela eclosão do conflito. !FimDoTexto!
65,1,História Mundial,anotada,Anotada,0.4937,04 - HISTÓRIA MUNDIAL/01 - Estruturas e ideias econômicas/1.8 - O Pós-Fordismo e a acumulação flexível/_O Pós-Fordismo e a acumulação flexível.md,Estratificação social,"a pop art de meados do século xx caracteriza-se pelo frequente recurso à ironia e à paródia e pela utilização de objetos e símbolos provenientes da sociedade de consumo e da indústria cultural
meados século caracteriza-se pelo frequente recurso ironia paródia pela utilização",A pop art de meados do século XX caracteriza-se pelo frequente recurso à ironia e à paródia e pela utilização de objetos e símbolos provenientes da sociedade de consumo e da indústria cultural.
65,2,História Mundial,anotada,Anotada,0.6515,04 - HISTÓRIA MUNDIAL/07 - A vida cultural/7.1 - O movimento romântico/_O movimento romântico.md,Introdução,"no século xix artistas e autores alinhados ao romantismo adotavam uma atitude individualista e introspectiva a qual contribuía para afastá-los dos grandes temas da política e dos esforços de construção de identidades nacionais
século artistas autores alinhados romantismo adotavam atitude individualista introspectiva qual","No século XIX, artistas e autores alinhados ao Romantismo adotavam uma atitude individualista e introspectiva, a qual contribuía para afastá-los dos grandes temas da política e dos esforços de construção de identidades nacionais."
65,3,História Mundial,anotada,Anotada,0.5244,04 - HISTÓRIA MUNDIAL/07 - A vida cultural/7.1 - O movimento romântico/_O movimento romântico.md,O Romantismo Francês,"os romances históricos oitocentistas de walter scott e de alexandre herculano valorizam o legado político do absolutismo e criticam a idealização do passado medieval europeu comum em outros autores da época
romances históricos oitocentistas walter scott alexandre herculano valorizam legado político","Os romances históricos oitocentistas de Walter Scott e de Alexandre Herculano valorizam o legado político do absolutismo e criticam a idealização do passado medieval europeu, comum em outros autores da época."
65,4,História Mundial,anotada,Anotada,0.6477,04 - HISTÓRIA MUNDIAL/01 - Estruturas e ideias econômicas/1.3 - Principais ideias econômicas (Fisiocracia ao Liberalismo)/_Principais ideias econômicas (Fisiocracia ao Liberalismo).md,Introdução: A Ruptura com o Paradigma Mercantilista (parte 1),"aspecto essencial às vanguardas literárias da europa ocidental nas primeiras décadas do século xx era o compromisso com ideias e programas à esquerda do espectro político noções de economia
aspecto essencial vanguardas literárias europa ocidental primeiras décadas século compromisso",Aspecto essencial às vanguardas literárias da Europa ocidental nas primeiras décadas do século XX era o compromisso com ideias e programas à esquerda do espectro político. NOÇÕES DE ECONOMIA
66,1,Economia,anotada,Anotada,0.6724,"07 - ECONOMIA/01 - Microeconomia/1.1 - Demanda do Consumidor (Preferências, Equilíbrio, Curva, Elasticidade)/_Demanda do Consumidor (Preferências, Equilíbrio, Curva, Elasticidade).md",Construção da curva de demanda,"a quantidade a ser produzida e vendida no mercado a que se refere o gráfico em questão é igual àquela determinada pelo cruzamento das curvas d e c
quantidade produzida vendida mercado refere gráfico questão igual àquela determinada contexto relação produto está situação
**Contexto:** Com relação a um produto de um mercado que está sob a situação de monopólio natural, o gráfico a seguir mostra: a curva de demanda, D, que corresponde ao preço de venda, p, para cada quantidade, Q, demandada pelo mercado, e a curva de custo margi",A quantidade a ser produzida e vendida no mercado a que se refere o gráfico em questão é igual àquela determinada pelo cruzamento das curvas D e C.
66,2,Economia,anotada,Anotada,0.8108,"07 - ECONOMIA/01 - Microeconomia/1.2 - Oferta do Produtor (Fatores, Função, Elasticidade)/Microeconomia – Nota de Estudo Avançado.md",Monopólio (parte 1),"o preço de equilíbrio para venda de um produto monopolista é dado em função do custo marginal e da elasticidade-preço da demanda sendo tanto maior quanto maior for o módulo da elasticidade-preço da demanda para um dado custo marginal no trecho em que a demanda for elástica
preço equilíbrio para venda produto monopolista dado função custo marginal contexto relação mercado está situação
**Contexto:** Com relação a um produto de um mercado que está sob a situação de monopólio natural, o gráfico a seguir mostra: a curva de demanda, D, que corresponde ao preço de venda, p, para cada quantidade, Q, demandada pelo mercado, e a curva de custo margi","O preço de equilíbrio para venda de um produto monopolista é dado em função do custo marginal e da elasticidade-preço da demanda, sendo tanto maior quanto maior for o módulo da elasticidade-preço da demanda, para um dado custo marginal, no trecho em que a demanda for elástica."
66,3,Economia,anotada,Anotada,0.7339,"07 - ECONOMIA/01 - Microeconomia/1.2 - Oferta do Produtor (Fatores, Função, Elasticidade)/Microeconomia – Nota de Estudo Avançado.md",Monopólio (parte 1),"embora seja decrescente no trecho mostrado no gráfico em apreço c representa a curva de oferta do monopolista
embora seja decrescente trecho mostrado gráfico apreço representa curva oferta contexto relação produto mercado está situação
**Contexto:** Com relação a um produto de um mercado que está sob a situação de monopólio natural, o gráfico a seguir mostra: a curva de demanda, D, que corresponde ao preço de venda, p, para cada quantidade, Q, demandada pelo mercado, e a curva de custo margi","Embora seja decrescente no trecho mostrado no gráfico em apreço, C representa a curva de oferta do monopolista."
66,4,Economia,anotada,Anotada,0.7114,"07 - ECONOMIA/01 - Microeconomia/1.2 - Oferta do Produtor (Fatores, Função, Elasticidade)/Microeconomia – Nota de Estudo Avançado.md",Teoria da Firma e Custos de Produção (parte 1),"a característica de um monopólio natural é a existência de custos marginais baixos e custos fixos muito altos impedindo a entrada de concorrentes fimdotexto
característica monopólio natural existência custos marginais baixos fixos muito altos contexto relação produto mercado está situação
**Contexto:** Com relação a um produto de um mercado que está sob a situação de monopólio natural, o gráfico a seguir mostra: a curva de demanda, D, que corresponde ao preço de venda, p, para cada quantidade, Q, demandada pelo mercado, e a curva de custo margi","A característica de um monopólio natural é a existência de custos marginais baixos e custos fixos muito altos, impedindo a entrada de concorrentes. !FimDoTexto!"
67,1,Economia,anotada,Anotada,0.7123,"07 - ECONOMIA/01 - Microeconomia/1.1 - Demanda do Consumidor (Preferências, Equilíbrio, Curva, Elasticidade)/_Demanda do Consumidor (Preferências, Equilíbrio, Curva, Elasticidade).md",Fatores econômicos primários,"um bem de giffen é um bem com elasticidade-renda da demanda maior que 1
giffen elasticidade-renda demanda maior",Um bem de Giffen é um bem com elasticidade-renda da demanda maior que 1.
67,2,Economia,anotada,Anotada,0.5974,"07 - ECONOMIA/01 - Microeconomia/1.2 - Oferta do Produtor (Fatores, Função, Elasticidade)/Microeconomia – Nota de Estudo Avançado.md",Oferta e Demanda – Lei dos Mercados (parte 1),"para os ofertantes de um bem essencial não vale a pena reduzir a oferta desse bem para forçar o aumento do preço uma vez que a sua receita total diminuirá ao fim do processo
para ofertantes essencial vale pena reduzir oferta desse forçar aumento","Para os ofertantes de um bem essencial não vale a pena reduzir a oferta desse bem para forçar o aumento do preço, uma vez que a sua receita total diminuirá ao fim do processo."
67,3,Economia,anotada,Anotada,0.6379,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.5 Tipos de Inflação..md,Mudanças Demográficas,"no inverno uma cidade onde as pessoas disponham de sistemas a gás para aquecimento de água deve apresentar elasticidade-preço da demanda por eletricidade maior que a de outra cidade em que haja somente sistemas elétricos de aquecimento de água
inverno cidade onde pessoas disponham sistemas para aquecimento água deve","No inverno, uma cidade onde as pessoas disponham de sistemas a gás para aquecimento de água deve apresentar elasticidade-preço da demanda por eletricidade maior que a de outra cidade em que haja somente sistemas elétricos de aquecimento de água."
67,4,Economia,anotada,Anotada,0.7036,"07 - ECONOMIA/01 - Microeconomia/1.2 - Oferta do Produtor (Fatores, Função, Elasticidade)/Microeconomia – Nota de Estudo Avançado.md",Oferta e Demanda – Lei dos Mercados (parte 2),"se a oferta de um bem tiver elasticidade zero em relação ao preço a demanda determinará unicamente o preço de equilíbrio da transação
oferta tiver elasticidade zero relação preço demanda determinará unicamente equilíbrio","Se a oferta de um bem tiver elasticidade zero em relação ao preço, a demanda determinará unicamente o preço de equilíbrio da transação."
68,1,Economia,anotada,Anotada,0.6981,"07 - ECONOMIA/03 - Economia internacional/3.2 - Macroeconomia aberta (Câmbio, Juros, Inflação)/3.2.1 Os fluxos internacionais de bens, capitais e serviços..md",2.3. A Composição da Pauta Comercial e suas Implicações Estratégicas,"o processo de industrialização por substituição de importações não significava simplesmente a troca de produtos importados por seus equivalentes produzidos nacionalmente eliminando as importações mas implicava também a mudança na pauta das importações a qual ocorria não só em um setor da pirâmide produtiva mas em vários níveis simultaneamente a fim de tentar fugir de desequilíbrios da cadeia produtiva
processo industrialização substituição importações significava simplesmente troca produtos importados seus","O processo de industrialização por substituição de importações não significava simplesmente a troca de produtos importados por seus equivalentes produzidos nacionalmente, eliminando as importações, mas implicava também a mudança na pauta das importações, a qual ocorria não só em um setor da pirâmide produtiva, mas em vários níveis simultaneamente, a fim de tentar fugir de desequilíbrios da cadeia produtiva."
68,2,Economia,anotada,Anotada,0.7287,07 - ECONOMIA/04 - História econômica brasileira/4.3 - A Industrialização Brasileira no Período 1930-1945 (ISI)/_A Industrialização Brasileira no Período 1930-1945 (ISI).md,O Impacto da Segunda Guerra Mundial: O Aprofundamento da Substituição,"simultaneamente à industrialização mais forte a partir de 1930 o estabelecimento da nova legislação trabalhista a partir de 1939 com o estabelecimento da justiça do trabalho favoreceu a formação de sindicatos e a cooperação entre eles com a consequente ocorrência de greves que frequentemente forçavam a negociação salarial entre patrões e empregados especialmente no da segunda guerra mundial
simultaneamente industrialização mais forte partir 1930 estabelecimento nova legislação trabalhista","Simultaneamente à industrialização mais forte a partir de 1930, o estabelecimento da nova legislação trabalhista a partir de 1939, com o estabelecimento da justiça do trabalho, favoreceu a formação de sindicatos e a cooperação entre eles, com a consequente ocorrência de greves, que frequentemente forçavam a negociação salarial entre patrões e empregados, especialmente no período da Segunda Guerra Mundial."
68,3,Economia,anotada,Anotada,0.6994,07 - ECONOMIA/04 - História econômica brasileira/4.3 - A Industrialização Brasileira no Período 1930-1945 (ISI)/_A Industrialização Brasileira no Período 1930-1945 (ISI).md,"Ineficiência e Falta de Competitividade: A Indústria ""Cativa""","o brasil tinha indústrias tradicionais no começo do século xx as quais dado seu baixo nível de produtividade eram insuficientes para dar à atividade interna um dinamismo próprio motivando o modelo de desenvolvimento então vigente como voltado para fora
brasil tinha indústrias tradicionais começo século quais dado baixo nível","O Brasil tinha indústrias tradicionais no começo do século XX, as quais, dado seu baixo nível de produtividade, eram insuficientes para dar à atividade interna um dinamismo próprio, motivando o modelo de desenvolvimento então vigente como “voltado para fora”."
68,4,Economia,anotada,Anotada,0.7698,07 - ECONOMIA/04 - História econômica brasileira/4.3 - A Industrialização Brasileira no Período 1930-1945 (ISI)/_A Industrialização Brasileira no Período 1930-1945 (ISI).md,A Tese de Celso Furtado: A Defesa do Café como Política Anticíclica,"até 1930 a economia brasileira era essencialmente agroexportadora tendo o café como seu principal produto fimdotexto espaço livre
1930 economia brasileira essencialmente agroexportadora tendo café como principal produto","Até 1930, a economia brasileira era essencialmente agroexportadora, tendo o café como seu principal produto. !FimDoTexto! Espaço Livre"
69,1,Economia,anotada,Anotada,0.7282,"07 - ECONOMIA/03 - Economia internacional/3.3 - Efeitos de tarifas, quotas, subsídios e outros instrumentos/_Efeitos de tarifas, quotas, subsídios e outros instrumentos.md",Implicações no Bem-Estar Econômico e Debates Teóricos (parte 2),"um argumento favorável à existência de um emprestador internacional de última instância é a função que este exerceria de proporcionar liquidez para amenizar as alterações necessárias nos valores das moedas e para impedir mudanças inconsistentes com os fundamentos econômicos uma vez que existem bancos centrais nacionais que perseguem políticas monetárias distintas de modo que alterações no valor das moedas são inevitáveis
argumento favorável existência emprestador internacional última instância função este exerceria contexto virtualmente todos grandes países estabeleceram
**Contexto:** Virtualmente, todos os grandes países estabeleceram um banco central como “emprestador de última instância” para reduzir a probabilidade de que uma falta de liquidez se torne uma crise de solvência. A prática levou à questão do papel de um “empre","Um argumento favorável à existência de um emprestador internacional de última instância é a função que este exerceria de proporcionar liquidez para amenizar as alterações necessárias nos valores das moedas e para impedir mudanças inconsistentes com os fundamentos econômicos, uma vez que existem bancos centrais nacionais que perseguem políticas monetárias distintas, de modo que alterações no valor das moedas são inevitáveis."
69,2,Economia,anotada,Anotada,0.7694,"07 - ECONOMIA/02 - Macroeconomia/2.6 - Política Monetária (Papel do BC, Instrumentos, Inflação)/Política Monetária no Brasil.md",2. Depósitos Compulsórios (Recolhimento Compulsório),"em sua função de banco dos bancos cabe ao banco central do brasil bcb formar um colchão de liquidez para o sistema financeiro de modo que em momentos de incerteza e de liquidez restrita ele possa reduzir o montante dos recolhimentos compulsórios e liberar recursos para as instituições financeiras a exemplo do que fez para mitigar os efeitos da crise de 2008 sobre a economia brasileira
função banco bancos cabe central brasil formar colchão liquidez para contexto virtualmente todos grandes países estabeleceram
**Contexto:** Virtualmente, todos os grandes países estabeleceram um banco central como “emprestador de última instância” para reduzir a probabilidade de que uma falta de liquidez se torne uma crise de solvência. A prática levou à questão do papel de um “empre","Em sua função de “banco dos bancos”, cabe ao Banco Central do Brasil (BCB) formar um “colchão de liquidez” para o sistema financeiro, de modo que, em momentos de incerteza e de liquidez restrita, ele possa reduzir o montante dos recolhimentos compulsórios e liberar recursos para as instituições financeiras, a exemplo do que fez para mitigar os efeitos da crise de 2008 sobre a economia brasileira."
69,3,Economia,anotada,Anotada,0.7858,"07 - ECONOMIA/02 - Macroeconomia/2.6 - Política Monetária (Papel do BC, Instrumentos, Inflação)/_Política Monetária (Papel do BC, Instrumentos, Inflação).md",Sumário,"dada a relação existente entre as políticas monetária e cambial os efeitos da política monetária executada pelo banco central de um país dependem fundamentalmente do tipo de regime cambial adotado assim em um sistema de taxas de câmbio flexíveis com mobilidade internacional de capital a fixação da taxa de juros básica como instrumento para o objetivo de estabilizar preços é inalcançável
dada relação existente entre políticas monetária cambial efeitos política executada contexto virtualmente todos grandes países estabeleceram
**Contexto:** Virtualmente, todos os grandes países estabeleceram um banco central como “emprestador de última instância” para reduzir a probabilidade de que uma falta de liquidez se torne uma crise de solvência. A prática levou à questão do papel de um “empre","Dada a relação existente entre as políticas monetária e cambial, os efeitos da política monetária executada pelo banco central de um país dependem fundamentalmente do tipo de regime cambial adotado. Assim, em um sistema de taxas de câmbio flexíveis com mobilidade internacional de capital, a fixação da taxa de juros básica como instrumento para o objetivo de estabilizar preços é inalcançável."
69,4,Economia,anotada,Anotada,0.6981,"07 - ECONOMIA/02 - Macroeconomia/2.8 - Emprego e renda (Desemprego, Lei de Okun)/_Emprego e renda (Desemprego, Lei de Okun).md",Aplicações práticas em política econômica,"as funções do federal reserve system fed dos estados unidos da américa incluem a de emprestador de última instância utilizada para enfrentar danos causados por crises financeiras severas exercida pelo fed no enfrentamento da crise de 1929 essa função não foi adotada no trato da crise financeira de 2008 que por isso teve sua dimensão sistêmica ampliada
funções federal reserve system estados unidos américa incluem emprestador última contexto virtualmente todos grandes países estabeleceram
**Contexto:** Virtualmente, todos os grandes países estabeleceram um banco central como “emprestador de última instância” para reduzir a probabilidade de que uma falta de liquidez se torne uma crise de solvência. A prática levou à questão do papel de um “empre","As funções do Federal Reserve System (FED) dos Estados Unidos da América incluem a de emprestador de última instância, utilizada para enfrentar danos causados por crises financeiras severas. Exercida pelo FED no enfrentamento da crise de 1929, essa função não foi adotada no trato da crise financeira de 2008, que, por isso, teve sua dimensão sistêmica ampliada."
70,1,Economia,anotada,Anotada,0.7241,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.6 Moeda e preços no longo prazo..md,Contribuições Keynesianas,"na conferência de bretton woods keynes como representante do reino unido teve papel ativo e central na construção de uma governança financeira global nessa conferência keynes sugeriu um regime de taxas de câmbio flutuantes como forma de apoiar o crescimento do comércio internacional que foi fundamental para a recuperação econômica do pós-guerra
conferência bretton woods keynes como representante reino unido teve papel contexto década durante grande depressão teoria
**Contexto:** Na década de 30, durante a Grande Depressão, a teoria econômica debatia, entre outros temas, as causas do persistente desemprego, que assolava grandes contingentes populacionais. Uma das publicações que ganhou maior destaque nesse debate foi a Te","Na Conferência de Bretton Woods, Keynes, como representante do Reino Unido, teve papel ativo e central na construção de uma governança financeira global. Nessa conferência, Keynes sugeriu um regime de taxas de câmbio flutuantes como forma de apoiar o crescimento do comércio internacional, que foi fundamental para a recuperação econômica do pós-guerra."
70,2,Economia,anotada,Anotada,0.7961,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.3 Oferta da moeda e mecanismos de controle..md,Desenvolvimentos Keynesianos,"conforme keynes o nível de emprego agregado não se define meramente como um ponto de equilíbrio parcial dado no encontro de curvas agregadas de oferta e de demanda por trabalho para ele em uma dada estrutura produtiva o nível de emprego resulta da decisão dos empresários de empregar a força de trabalho em função das expectativas de consumo e de investimento na economia assim poderá persistir o desemprego involuntário enquanto o nível de demanda efetiva for demasiadamente baixo
conforme keynes nível emprego agregado define meramente como ponto equilíbrio contexto década durante grande depressão teoria
**Contexto:** Na década de 30, durante a Grande Depressão, a teoria econômica debatia, entre outros temas, as causas do persistente desemprego, que assolava grandes contingentes populacionais. Uma das publicações que ganhou maior destaque nesse debate foi a Te","Conforme Keynes, o nível de emprego agregado não se define meramente como um ponto de equilíbrio parcial, dado no encontro de curvas agregadas de oferta e de demanda por trabalho. Para ele, em uma dada estrutura produtiva, o nível de emprego resulta da decisão dos empresários de empregar a força de trabalho em função das expectativas de consumo e de investimento na economia. Assim, poderá persistir o desemprego involuntário enquanto o nível de demanda efetiva for demasiadamente baixo."
70,3,Economia,anotada,Anotada,0.7783,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.3 Oferta da moeda e mecanismos de controle..md,Desenvolvimentos Keynesianos,"a suposição feita por keynes de que os salários nominais e outros elementos de custo permanecem constantes altera a natureza do raciocínio que ele desenvolveu para explicar os determinantes do volume de emprego agregado
suposição feita keynes salários nominais outros elementos custo permanecem constantes contexto década durante grande depressão teoria
**Contexto:** Na década de 30, durante a Grande Depressão, a teoria econômica debatia, entre outros temas, as causas do persistente desemprego, que assolava grandes contingentes populacionais. Uma das publicações que ganhou maior destaque nesse debate foi a Te",A suposição feita por Keynes de que os salários nominais e outros elementos de custo permanecem constantes altera a natureza do raciocínio que ele desenvolveu para explicar os determinantes do volume de emprego agregado.
70,4,Economia,anotada,Anotada,0.8027,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.2 Criação e distribuição de moeda..md,A Revolução Keynesiana,"para um quadro de crise uma proposição de política econômica keynesiana seria o governo ampliar os gastos públicos como forma de elevar a demanda agregada e recuperar o nível de emprego ao passo que para um momento de superaquecimento a recomendação keynesiana seria reduzir gastos
para quadro crise proposição política econômica keynesiana seria governo ampliar contexto década durante grande depressão teoria
**Contexto:** Na década de 30, durante a Grande Depressão, a teoria econômica debatia, entre outros temas, as causas do persistente desemprego, que assolava grandes contingentes populacionais. Uma das publicações que ganhou maior destaque nesse debate foi a Te","Para um quadro de crise, uma proposição de política econômica keynesiana seria o governo ampliar os gastos públicos como forma de elevar a demanda agregada e recuperar o nível de emprego, ao passo que, para um momento de superaquecimento, a recomendação keynesiana seria reduzir gastos."
71,1,Economia,anotada,Anotada,0.7070,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.2 Criação e distribuição de moeda..md,Domínio Conceitual,"o arranjo contingente de reservas cra e o novo banco de desenvolvimento constituem passos importantes na criação de uma arquitetura financeira conjunta do brics com função similar à do fundo monetário internacional o cra pretende complementar a rede global de proteção financeira ajudando a prevenir pressões de curto prazo reais ou potenciais sobre o balanço de pagamentos dos países do grupo para isso cada país contribuirá inicialmente com um quinto do total de recursos us 100 bilhões comprometidos
arranjo contingente reservas novo banco desenvolvimento constituem passos importantes criação","O Arranjo Contingente de Reservas (CRA) e o Novo Banco de Desenvolvimento constituem passos importantes na criação de uma arquitetura financeira conjunta do BRICS. Com função similar à do Fundo Monetário Internacional, o CRA pretende complementar a rede global de proteção financeira, ajudando a prevenir pressões de curto prazo, reais ou potenciais, sobre o balanço de pagamentos dos países do grupo. Para isso, cada país contribuirá, inicialmente, com um quinto do total de recursos (US$ 100 bilhões) comprometidos."
71,2,Economia,anotada,Anotada,0.6730,"07 - ECONOMIA/04 - História econômica brasileira/4.4 - A década de 1950 (Plano SALTE, Plano de Metas)/4.4.2 O Plano de Metas..md","Custos e Consequências de Longo Prazo: Inflação, Dívida e Desigualdades (parte 2)","a criação do novo banco de desenvolvimento ndb e do banco asiático de investimento em infraestrutura aiib liderado pela china circunscreve-se a contexto no qual o papel dos bancos de desenvolvimento voltou ao debate seja por sua atuação anticíclica em momentos de crise seja pela função que exercem como canalizadores de recursos públicos e privados para financiamento de projetos de longo prazo nessa direção os mandatos do ndb e do aiib vão ao encontro dos compromissos assumidos pelo g20 em 2016 com a agenda 2030 do desenvolvimento sustentável
criação novo banco desenvolvimento asiático investimento infraestrutura aiib liderado pela","A criação do Novo Banco de Desenvolvimento (NDB) e do Banco Asiático de Investimento em Infraestrutura (AIIB) liderado pela China circunscreve-se a contexto no qual o papel dos bancos de desenvolvimento voltou ao debate, seja por sua atuação anticíclica em momentos de crise, seja pela função que exercem como canalizadores de recursos (públicos e privados) para financiamento de projetos de longo prazo. Nessa direção, os mandatos do NDB e do AIIB vão ao encontro dos compromissos assumidos pelo G20 em 2016 com a Agenda 2030 do Desenvolvimento Sustentável."
71,3,Economia,anotada,Anotada,0.7618,"07 - ECONOMIA/02 - Macroeconomia/2.6 - Política Monetária (Papel do BC, Instrumentos, Inflação)/2.6.5 Conceitos Básicos da Regulação e Supervisão do Sistema bancário, financeiro e do Mercado de Capitais..md",A Arquitetura Institucional da Governança Financeira Global e Nacional,"em meio às turbulências da crise financeira global eclodida em 2008 a cúpula do g20 emitiu declaração em 2009 na qual seus líderes se comprometeram com reformas na governança do fundo monetário internacional fmi e do banco mundial no primeiro por meio de mudança na quota de participação no fmi de no mínimo 5 em favor dos mercados emergentes e países em desenvolvimento no segundo pela adoção de uma fórmula que refletisse o peso econômico dos países em desenvolvimento e que acarretasse o aumento de seu poder de voto em pelo menos 3 neles incluídos os países em transição
meio turbulências crise financeira global eclodida 2008 cúpula emitiu declaração","Em meio às turbulências da crise financeira global eclodida em 2008, a Cúpula do G20 emitiu declaração em 2009, na qual seus líderes se comprometeram com reformas na governança do Fundo Monetário Internacional (FMI) e do Banco Mundial. No primeiro, por meio de mudança na quota de participação no FMI de, no mínimo, 5% em favor dos mercados emergentes e países em desenvolvimento; no segundo, pela adoção de uma fórmula que refletisse o peso econômico dos países em desenvolvimento e que acarretasse o aumento de seu poder de voto em pelo menos 3%, neles incluídos os países em transição."
71,4,Economia,anotada,Anotada,0.7117,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.7 Teoria Quantitativa da Moeda..md,Limitações das Evidências,"em várias reuniões do g20 foram apontadas falhas graves de regulamentação e supervisão além dos riscos irresponsavelmente assumidos por parte de bancos e outras instituições financeiras que acabaram criando fragilidades que contribuíram para o agravamento da crise econômica de 2008 um ponto ausente nessas pautas foi a necessidade de reforma das agências de classificação de risco pois elas têm subestimado os impactos que uma classificação equivocada de riscos podem provocar no mercado e nas economias sob suas análises
várias reuniões foram apontadas falhas graves regulamentação supervisão além riscos","Em várias reuniões do G20 foram apontadas falhas graves de regulamentação e supervisão, além dos riscos irresponsavelmente assumidos por parte de bancos e outras instituições financeiras, que acabaram criando fragilidades que contribuíram para o agravamento da crise econômica de 2008. Um ponto ausente nessas pautas foi a necessidade de reforma das agências de classificação de risco, pois elas têm subestimado os impactos que uma classificação equivocada de riscos podem provocar no mercado e nas economias sob suas análises."
72,1,Economia,anotada,Anotada,0.5510,07 - ECONOMIA/02 - Macroeconomia/2.5 - Teoria e Política monetária/2.5.6 Moeda e preços no longo prazo..md,Conceito de Neutralidade,"a hipótese de neutralidade da moeda é compatível com uma curva de phillips vertical em que tanto expansões fiscais quanto monetárias são incapazes de afetar o nível de produto
hipótese neutralidade moeda compatível curva phillips vertical tanto expansões fiscais","A hipótese de neutralidade da moeda é compatível com uma curva de Phillips vertical, em que tanto expansões fiscais quanto monetárias são incapazes de afetar o nível de produto."
72,2,Economia,anotada,Anotada,0.6733,"07 - ECONOMIA/02 - Macroeconomia/2.7 - Crescimento e Desenvolvimento Econômico (Solow, Schumpeter)/_Crescimento e Desenvolvimento Econômico.md",Recomendações do Modelo de Solow,"de acordo com o modelo de solow um aumento na taxa de poupança é capaz de aumentar de forma permanente a taxa de crescimento de um país logo as baixas taxas de poupança registradas no brasil estão relacionadas com o seu baixo crescimento econômico
acordo modelo solow aumento taxa poupança capaz aumentar forma permanente","De acordo com o modelo de Solow, um aumento na taxa de poupança é capaz de aumentar de forma permanente a taxa de crescimento de um país. Logo, as baixas taxas de poupança registradas no Brasil estão relacionadas com o seu baixo crescimento econômico."
72,3,Economia,anotada,Anotada,0.5891,"07 - ECONOMIA/02 - Macroeconomia/2.7 - Crescimento e Desenvolvimento Econômico (Solow, Schumpeter)/_Os modelos Solow e Schumpeteriano.md",A aplicação revolucionária no Modelo de Solow,"uma das consequências do modelo de solow é a sua rejeição de convergência de níveis de renda para todos os países tal conclusão é uma implicação da hipótese de retornos marginais crescentes do modelo
consequências modelo solow rejeição convergência níveis renda para todos países",Uma das consequências do modelo de Solow é a sua rejeição de convergência de níveis de renda para todos os países. Tal conclusão é uma implicação da hipótese de retornos marginais crescentes do modelo.
72,4,Economia,anotada,Anotada,0.7441,07 - ECONOMIA/04 - História econômica brasileira/4.3 - A Industrialização Brasileira no Período 1930-1945 (ISI)/_A Industrialização Brasileira no Período 1930-1945 (ISI).md,O Papel do Estado Varguista: Intervenção e Nacionalismo Econômico (parte 2),"a redução da participação do setor industrial na economia brasileira nos últimos anos pode estar relacionada com a situação conhecida como doença holandesa em que a abundância de recursos naturais ou o bom desempenho de commodities leva a uma valorização cambial prejudicando a competitividade industrial fimdotexto
redução participação setor industrial economia brasileira últimos anos pode estar","A redução da participação do setor industrial na economia brasileira nos últimos anos pode estar relacionada com a situação conhecida como doença holandesa, em que a abundância de recursos naturais ou o bom desempenho de commodities leva a uma valorização cambial, prejudicando a competitividade industrial. !FimDoTexto!"
73,1,Economia,anotada,Anotada,0.5675,"07 - ECONOMIA/02 - Macroeconomia/2.6 - Política Monetária (Papel do BC, Instrumentos, Inflação)/2.6.5 Conceitos Básicos da Regulação e Supervisão do Sistema bancário, financeiro e do Mercado de Capitais..md",O Combate a Ilícitos: _Insider Trading_ e Manipulação de Mercado (parte 2),"a introdução de uma tarifa alfandegária causará efeitos de longo prazo sobre a balança comercial se houver livre mobilidade de capital e regime cambial flexível
introdução tarifa alfandegária causará efeitos longo prazo sobre balança comercial",A introdução de uma tarifa alfandegária causará efeitos de longo prazo sobre a balança comercial se houver livre mobilidade de capital e regime cambial flexível.
